institute_short,institute_type,quota,category,closing_rank,round_no,stream
IIT-Madras,IIT,AI,GEN-PWD,45,6,Engineering
IIT-Madras,IIT,AI,GEN-PWD,86,6,Engineering
IIT-Madras,IIT,AI,GEN,173,6,Engineering
IIT-Madras,IIT,AI,GEN,278,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,93,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,153,6,Engineering
IIT-Madras,IIT,AI,SC,58,6,Engineering
IIT-Madras,IIT,AI,SC,108,6,Engineering
IIT-Madras,IIT,AI,ST,23,6,Engineering
IIT-Madras,IIT,AI,ST,67,6,Engineering
IIT-Madras,IIT,AI,GEN-PWD,1,6,Engineering
IIT-Madras,IIT,AI,GEN-PWD,4,6,Engineering
IIT-Madras,IIT,AI,SC-PWD,6,6,Engineering
IIT-Madras,IIT,AI,GEN,606,6,Engineering
IIT-Madras,IIT,AI,GEN,1212,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,344,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,677,6,Engineering
IIT-Madras,IIT,AI,SC,196,6,Engineering
IIT-Madras,IIT,AI,SC,552,6,Engineering
IIT-Madras,IIT,AI,ST,113,6,Engineering
IIT-Madras,IIT,AI,ST,206,6,Engineering
IIT-Madras,IIT,AI,GEN-PWD,22,6,Engineering
IIT-Madras,IIT,AI,GEN-PWD,80,6,Engineering
IIT-Madras,IIT,AI,GEN,5127,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,2052,6,Engineering
IIT-Madras,IIT,AI,SC,1476,6,Engineering
IIT-Madras,IIT,AI,ST,866,6,Engineering
IIT-Madras,IIT,AI,GEN,2274,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,1399,6,Engineering
IIT-Madras,IIT,AI,SC,1008,6,Engineering
IIT-Madras,IIT,AI,ST,910,6,Engineering
IIT-Madras,IIT,AI,GEN,1246,6,Engineering
IIT-Madras,IIT,AI,GEN,2194,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,512,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,897,6,Engineering
IIT-Madras,IIT,AI,SC,248,6,Engineering
IIT-Madras,IIT,AI,SC,503,6,Engineering
IIT-Madras,IIT,AI,ST,158,6,Engineering
IIT-Madras,IIT,AI,ST,311,6,Engineering
IIT-Madras,IIT,AI,GEN-PWD,30,6,Engineering
IIT-Madras,IIT,AI,GEN-PWD,100,6,Engineering
IIT-Madras,IIT,AI,GEN,4391,6,Engineering
IIT-Madras,IIT,AI,GEN,5280,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,2010,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,2411,6,Engineering
IIT-Madras,IIT,AI,SC,1283,6,Engineering
IIT-Madras,IIT,AI,SC,1730,6,Engineering
IIT-Madras,IIT,AI,ST,689,6,Engineering
IIT-Madras,IIT,AI,ST,699,6,Engineering
IIT-Madras,IIT,AI,GEN-PWD,64,6,Engineering
IIT-Madras,IIT,AI,GEN,5319,6,Engineering
IIT-Madras,IIT,AI,GEN,5870,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,2475,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,2644,6,Engineering
IIT-Madras,IIT,AI,SC,1835,6,Engineering
IIT-Madras,IIT,AI,SC,1864,6,Engineering
IIT-Madras,IIT,AI,ST,799,6,Engineering
IIT-Madras,IIT,AI,ST,846,6,Engineering
IIT-Madras,IIT,AI,GEN,4116,6,Engineering
IIT-Madras,IIT,AI,OBC-NCL,2777,6,Engineering
IIT-Madras,IIT,AI,SC,926,6,Engineering
IIT-Madras,IIT,AI,ST,929,6,Engineering
IIT-Roorkee,IIT,AI,GEN,3322,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL,2061,6,Engineering
IIT-Roorkee,IIT,AI,SC,1398,6,Engineering
IIT-Roorkee,IIT,AI,ST,710,6,Engineering
IIT-Roorkee,IIT,AI,GEN,10422,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL,4381,6,Engineering
IIT-Roorkee,IIT,AI,SC,2134,6,Engineering
IIT-Roorkee,IIT,AI,ST,471,6,Engineering
IIT-Roorkee,IIT,AI,GEN-PWD,53,6,Engineering
IIT-Roorkee,IIT,AI,GEN,6255,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL,2975,6,Engineering
IIT-Roorkee,IIT,AI,SC,1704,6,Engineering
IIT-Roorkee,IIT,AI,ST,1084,6,Engineering
IIT-Roorkee,IIT,AI,GEN,4017,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL,1833,6,Engineering
IIT-Roorkee,IIT,AI,SC,1172,6,Engineering
IIT-Roorkee,IIT,AI,ST,616,6,Engineering
IIT-Roorkee,IIT,AI,GEN-PWD,128,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL-PWD,57,6,Engineering
IIT-Roorkee,IIT,AI,GEN,3917,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL,1429,6,Engineering
IIT-Roorkee,IIT,AI,SC,722,6,Engineering
IIT-Roorkee,IIT,AI,ST,200,6,Engineering
IIT-Roorkee,IIT,AI,GEN-PWD,101,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL-PWD,39,6,Engineering
IIT-Roorkee,IIT,AI,GEN,482,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL,230,6,Engineering
IIT-Roorkee,IIT,AI,SC,127,6,Engineering
IIT-Roorkee,IIT,AI,ST,142,6,Engineering
IIT-Roorkee,IIT,AI,GEN-PWD,17,6,Engineering
IIT-Roorkee,IIT,AI,SC-PWD,1,6,Engineering
IIT-Roorkee,IIT,AI,GEN,1833,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL,746,6,Engineering
IIT-Roorkee,IIT,AI,SC,478,6,Engineering
IIT-Roorkee,IIT,AI,ST,239,6,Engineering
IIT-Roorkee,IIT,AI,GEN-PWD,44,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL-PWD,32,6,Engineering
IIT-Roorkee,IIT,AI,GEN,1441,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL,650,6,Engineering
IIT-Roorkee,IIT,AI,SC,421,6,Engineering
IIT-Roorkee,IIT,AI,ST,261,6,Engineering
IIT-Roorkee,IIT,AI,GEN-PWD,53,6,Engineering
IIT-Roorkee,IIT,AI,GEN,4345,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL,2216,6,Engineering
IIT-Roorkee,IIT,AI,SC,1353,6,Engineering
IIT-Roorkee,IIT,AI,ST,839,6,Engineering
IIT-Roorkee,IIT,AI,GEN-PWD,20,6,Engineering
IIT-Roorkee,IIT,AI,GEN,7825,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL,3454,6,Engineering
IIT-Roorkee,IIT,AI,SC,2041,6,Engineering
IIT-Roorkee,IIT,AI,ST,907,6,Engineering
IIT-Roorkee,IIT,AI,GEN,6865,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL,3305,6,Engineering
IIT-Roorkee,IIT,AI,SC,1946,6,Engineering
IIT-Roorkee,IIT,AI,ST,1078,6,Engineering
IIT-Roorkee,IIT,AI,GEN,2426,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL,892,6,Engineering
IIT-Roorkee,IIT,AI,SC,464,6,Engineering
IIT-Roorkee,IIT,AI,ST,297,6,Engineering
IIT-Roorkee,IIT,AI,GEN-PWD,62,6,Engineering
IIT-Roorkee,IIT,AI,GEN,5856,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL,2589,6,Engineering
IIT-Roorkee,IIT,AI,SC,1575,6,Engineering
IIT-Roorkee,IIT,AI,ST,975,6,Engineering
IIT-Roorkee,IIT,AI,GEN-PWD,120,6,Engineering
IIT-Roorkee,IIT,AI,GEN,7531,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL,3452,6,Engineering
IIT-Roorkee,IIT,AI,SC,1953,6,Engineering
IIT-Roorkee,IIT,AI,ST,1037,6,Engineering
IIT-Roorkee,IIT,AI,GEN,4353,6,Engineering
IIT-Roorkee,IIT,AI,OBC-NCL,2083,6,Engineering
IIT-Roorkee,IIT,AI,SC,1316,6,Engineering
IIT-Roorkee,IIT,AI,ST,622,6,Engineering
IIT-Guwahati,IIT,AI,GEN,8000,6,Engineering
IIT-Guwahati,IIT,AI,OBC-NCL,3340,6,Engineering
IIT-Guwahati,IIT,AI,SC,1973,6,Engineering
IIT-Guwahati,IIT,AI,ST,1116,6,Engineering
IIT-Guwahati,IIT,AI,GEN-PWD,44,6,Engineering
IIT-Guwahati,IIT,AI,GEN,4657,6,Engineering
IIT-Guwahati,IIT,AI,OBC-NCL,2086,6,Engineering
IIT-Guwahati,IIT,AI,SC,1249,6,Engineering
IIT-Guwahati,IIT,AI,ST,543,6,Engineering
IIT-Guwahati,IIT,AI,GEN-PWD,1,6,Engineering
IIT-Guwahati,IIT,AI,OBC-NCL-PWD,48,6,Engineering
IIT-Guwahati,IIT,AI,GEN,6395,6,Engineering
IIT-Guwahati,IIT,AI,OBC-NCL,2635,6,Engineering
IIT-Guwahati,IIT,AI,SC,1389,6,Engineering
IIT-Guwahati,IIT,AI,ST,960,6,Engineering
IIT-Guwahati,IIT,AI,GEN,5371,6,Engineering
IIT-Guwahati,IIT,AI,OBC-NCL,1755,6,Engineering
IIT-Guwahati,IIT,AI,SC,1012,6,Engineering
IIT-Guwahati,IIT,AI,ST,303,6,Engineering
IIT-Guwahati,IIT,AI,GEN-PWD,184,6,Engineering
IIT-Guwahati,IIT,AI,GEN,666,6,Engineering
IIT-Guwahati,IIT,AI,OBC-NCL,385,6,Engineering
IIT-Guwahati,IIT,AI,SC,186,6,Engineering
IIT-Guwahati,IIT,AI,ST,203,6,Engineering
IIT-Guwahati,IIT,AI,GEN-PWD,29,6,Engineering
IIT-Guwahati,IIT,AI,GEN,1873,6,Engineering
IIT-Guwahati,IIT,AI,OBC-NCL,845,6,Engineering
IIT-Guwahati,IIT,AI,SC,667,6,Engineering
IIT-Guwahati,IIT,AI,ST,364,6,Engineering
IIT-Guwahati,IIT,AI,GEN-PWD,52,6,Engineering
IIT-Guwahati,IIT,AI,OBC-NCL-PWD,20,6,Engineering
IIT-Guwahati,IIT,AI,GEN,2127,6,Engineering
IIT-Guwahati,IIT,AI,OBC-NCL,904,6,Engineering
IIT-Guwahati,IIT,AI,SC,578,6,Engineering
IIT-Guwahati,IIT,AI,ST,301,6,Engineering
IIT-Guwahati,IIT,AI,GEN-PWD,136,6,Engineering
IIT-Guwahati,IIT,AI,OBC-NCL-PWD,19,6,Engineering
IIT-Guwahati,IIT,AI,GEN,5160,6,Engineering
IIT-Guwahati,IIT,AI,OBC-NCL,2469,6,Engineering
IIT-Guwahati,IIT,AI,SC,1597,6,Engineering
IIT-Guwahati,IIT,AI,ST,1038,6,Engineering
IIT-Guwahati,IIT,AI,GEN-PWD,159,6,Engineering
IIT-Guwahati,IIT,AI,GEN,1251,6,Engineering
IIT-Guwahati,IIT,AI,OBC-NCL,739,6,Engineering
IIT-Guwahati,IIT,AI,SC,519,6,Engineering
IIT-Guwahati,IIT,AI,ST,558,6,Engineering
IIT-Guwahati,IIT,AI,GEN-PWD,38,6,Engineering
IIT-Guwahati,IIT,AI,GEN,3052,6,Engineering
IIT-Guwahati,IIT,AI,OBC-NCL,1090,6,Engineering
IIT-Guwahati,IIT,AI,SC,715,6,Engineering
IIT-Guwahati,IIT,AI,ST,317,6,Engineering
IIT-Guwahati,IIT,AI,GEN-PWD,73,6,Engineering
IIT-Guwahati,IIT,AI,OBC-NCL-PWD,39,6,Engineering
IIT-Indore,IIT,AI,GEN,6561,6,Engineering
IIT-Indore,IIT,AI,OBC-NCL,2371,6,Engineering
IIT-Indore,IIT,AI,SC,1234,6,Engineering
IIT-Indore,IIT,AI,ST,354,6,Engineering
IIT-Indore,IIT,AI,GEN,1411,6,Engineering
IIT-Indore,IIT,AI,OBC-NCL,676,6,Engineering
IIT-Indore,IIT,AI,SC,427,6,Engineering
IIT-Indore,IIT,AI,ST,345,6,Engineering
IIT-Indore,IIT,AI,GEN-PWD,46,6,Engineering
IIT-Indore,IIT,AI,GEN,3577,6,Engineering
IIT-Indore,IIT,AI,OBC-NCL,1686,6,Engineering
IIT-Indore,IIT,AI,SC,890,6,Engineering
IIT-Indore,IIT,AI,ST,403,6,Engineering
IIT-Indore,IIT,AI,GEN-PWD,98,6,Engineering
IIT-Indore,IIT,AI,OBC-NCL-PWD,59,6,Engineering
IIT-Indore,IIT,AI,GEN,4434,6,Engineering
IIT-Indore,IIT,AI,OBC-NCL,1776,6,Engineering
IIT-Indore,IIT,AI,SC,1206,6,Engineering
IIT-Indore,IIT,AI,ST,557,6,Engineering
IIT-Indore,IIT,AI,GEN-PWD,183,6,Engineering
IIT-Indore,IIT,AI,GEN,7732,6,Engineering
IIT-Indore,IIT,AI,OBC-NCL,3200,6,Engineering
IIT-Indore,IIT,AI,SC,1899,6,Engineering
IIT-Indore,IIT,AI,ST,1073,6,Engineering
IIT-Hyderabad,IIT,AI,GEN,5869,6,Engineering
IIT-Hyderabad,IIT,AI,OBC-NCL,2341,6,Engineering
IIT-Hyderabad,IIT,AI,SC,1439,6,Engineering
IIT-Hyderabad,IIT,AI,ST,474,6,Engineering
IIT-Hyderabad,IIT,AI,GEN,5300,6,Engineering
IIT-Hyderabad,IIT,AI,OBC-NCL,1764,6,Engineering
IIT-Hyderabad,IIT,AI,SC,955,6,Engineering
IIT-Hyderabad,IIT,AI,ST,231,6,Engineering
IIT-Hyderabad,IIT,AI,ST-PWD,3,6,Engineering
IIT-Hyderabad,IIT,AI,GEN,879,6,Engineering
IIT-Hyderabad,IIT,AI,OBC-NCL,430,6,Engineering
IIT-Hyderabad,IIT,AI,SC,255,6,Engineering
IIT-Hyderabad,IIT,AI,ST,96,6,Engineering
IIT-Hyderabad,IIT,AI,GEN-PWD,31,6,Engineering
IIT-Hyderabad,IIT,AI,GEN,2079,6,Engineering
IIT-Hyderabad,IIT,AI,OBC-NCL,950,6,Engineering
IIT-Hyderabad,IIT,AI,SC,658,6,Engineering
IIT-Hyderabad,IIT,AI,ST,247,6,Engineering
IIT-Hyderabad,IIT,AI,OBC-NCL-PWD,31,6,Engineering
IIT-Hyderabad,IIT,AI,GEN,4836,6,Engineering
IIT-Hyderabad,IIT,AI,OBC-NCL,2022,6,Engineering
IIT-Hyderabad,IIT,AI,SC,1354,6,Engineering
IIT-Hyderabad,IIT,AI,ST,623,6,Engineering
IIT-Hyderabad,IIT,AI,GEN-PWD,161,6,Engineering
IIT-Hyderabad,IIT,AI,GEN,4603,6,Engineering
IIT-Hyderabad,IIT,AI,OBC-NCL,2180,6,Engineering
IIT-Hyderabad,IIT,AI,SC,1505,6,Engineering
IIT-Hyderabad,IIT,AI,ST,713,6,Engineering
IIT-Hyderabad,IIT,AI,GEN,6844,6,Engineering
IIT-Hyderabad,IIT,AI,OBC-NCL,2983,6,Engineering
IIT-Hyderabad,IIT,AI,SC,1736,6,Engineering
IIT-Hyderabad,IIT,AI,ST,835,6,Engineering
IIT-Hyderabad,IIT,AI,GEN-PWD,69,6,Engineering
IIT-Hyderabad,IIT,AI,GEN,3401,6,Engineering
IIT-Hyderabad,IIT,AI,OBC-NCL,1082,6,Engineering
IIT-Hyderabad,IIT,AI,SC,629,6,Engineering
IIT-Hyderabad,IIT,AI,ST,328,6,Engineering
IIT-Hyderabad,IIT,AI,OBC-NCL-PWD,54,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,8847,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,3606,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,2158,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,1118,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,9137,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,3650,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,2145,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,1114,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,8712,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,9383,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,3497,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,3665,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,2161,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,2173,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,963,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,1053,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN-PWD,167,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,5728,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,2370,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,1521,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,694,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN-PWD,147,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL-PWD,35,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,5185,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,1868,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,1050,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,296,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN-PWD,74,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL-PWD,53,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,6238,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,1925,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,1184,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,530,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,772,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,880,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,410,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,444,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,246,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,437,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,250,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,205,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL-PWD,12,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,2814,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,1145,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,670,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,315,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN-PWD,83,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL-PWD,31,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,3290,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,1313,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,836,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,570,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN-PWD,114,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,2401,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,1143,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,873,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,434,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN-PWD,116,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,6385,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,2670,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,1852,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,1029,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,8781,6,Engineering
IIT-Patna,IIT,AI,OBC-NCL,2225,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,3518,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,2001,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,345,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,8275,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,3235,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,1974,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,184,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,1464,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,970,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,735,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,854,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,3800,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,4036,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,1318,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,1565,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,844,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,744,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,371,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,566,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN-PWD,134,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN-PWD,179,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL-PWD,52,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,6969,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,7921,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,2928,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,2971,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,1731,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,1889,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,1076,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,259,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN-PWD,80,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,8573,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,8852,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,3246,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,3356,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,1875,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,1770,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,1115,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,180,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,9805,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,GEN,9873,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,3796,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,OBC-NCL,3853,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,2279,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,SC,2234,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,445,6,Engineering
IIT-(BHU) Varanasi,IIT,AI,ST,446,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN,9502,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,OBC-NCL,3554,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,SC,2169,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,ST,908,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN,9589,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,OBC-NCL,3602,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,SC,2053,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,ST,412,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN,8033,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,OBC-NCL,2913,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,SC,1674,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,ST,897,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN,7832,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,OBC-NCL,2628,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,SC,1517,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,ST,521,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN-PWD,168,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,OBC-NCL-PWD,58,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN,3479,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN,3671,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,OBC-NCL,1276,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,OBC-NCL,1417,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,SC,835,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,SC,924,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,ST,563,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,ST,426,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN-PWD,64,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN-PWD,76,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,OBC-NCL-PWD,30,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN,6418,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,OBC-NCL,2361,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,SC,1321,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,ST,603,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN-PWD,133,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN,5644,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,OBC-NCL,2143,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,SC,1446,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,ST,715,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN-PWD,92,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,OBC-NCL-PWD,37,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN,6646,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,OBC-NCL,2723,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,SC,1721,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,ST,875,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN-PWD,108,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN,8035,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,OBC-NCL,3056,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,SC,1970,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,ST,949,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN-PWD,50,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN,9484,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,OBC-NCL,3624,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,SC,2079,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,ST,943,6,Engineering
IIT-(ISM) Dhanbad,IIT,AI,GEN,4696,6,Engineering
